Filename                                                    Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
magma/src/arch/x86.h                                              2                 2     0.00%           2                 2     0.00%          18                18     0.00%           0                 0         -
magma/src/canary.c                                               22                22     0.00%           3                 3     0.00%          53                53     0.00%          14                14     0.00%
magma/src/storage.c                                              43                43     0.00%           3                 3     0.00%          47                47     0.00%          22                22     0.00%
targets/libsndfile_2_1/repo/ossfuzz/sndfile_fuzzer.cc            32                 4    87.50%           6                 1    83.33%          97                14    85.57%          24                 3    87.50%
targets/libsndfile_2_1/repo/ossfuzz/standaloneengine.cc          13                 3    76.92%           1                 0   100.00%          53                18    66.04%           8                 3    62.50%
targets/libsndfile_2_1/repo/src/ALAC/ALACBitUtilities.c          50                37    26.00%          13                 7    46.15%         126                76    39.68%          26                21    19.23%
targets/libsndfile_2_1/repo/src/ALAC/ag_dec.c                    99                 7    92.93%           9                 1    88.89%         196                 4    97.96%          44                 4    90.91%
targets/libsndfile_2_1/repo/src/ALAC/ag_enc.c                    93                93     0.00%           8                 8     0.00%         208               208     0.00%          42                42     0.00%
targets/libsndfile_2_1/repo/src/ALAC/alac_decoder.c             223                71    68.16%           5                 0   100.00%         407               148    63.64%         170                61    64.12%
targets/libsndfile_2_1/repo/src/ALAC/alac_encoder.c             455               455     0.00%          11                11     0.00%         671               671     0.00%         308               308     0.00%
targets/libsndfile_2_1/repo/src/ALAC/dp_dec.c                   121                 0   100.00%           2                 0   100.00%         269                 0   100.00%          84                 1    98.81%
targets/libsndfile_2_1/repo/src/ALAC/dp_enc.c                   132               132     0.00%           4                 4     0.00%         280               280     0.00%          88                88     0.00%
targets/libsndfile_2_1/repo/src/ALAC/matrix_dec.c                78                58    25.64%           9                 4    55.56%         187               145    22.46%          46                36    21.74%
targets/libsndfile_2_1/repo/src/ALAC/matrix_enc.c                58                58     0.00%           4                 4     0.00%         168               168     0.00%          36                36     0.00%
targets/libsndfile_2_1/repo/src/ALAC/shift.h                      1                 0   100.00%           1                 0   100.00%           2                 0   100.00%           0                 0         -
targets/libsndfile_2_1/repo/src/G72x/g721.c                       8                 4    50.00%           2                 1    50.00%          38                20    47.37%           4                 2    50.00%
targets/libsndfile_2_1/repo/src/G72x/g723_16.c                   12                12     0.00%           2                 2     0.00%          42                42     0.00%           8                 8     0.00%
targets/libsndfile_2_1/repo/src/G72x/g723_24.c                    8                 4    50.00%           2                 1    50.00%          39                21    46.15%           4                 2    50.00%
targets/libsndfile_2_1/repo/src/G72x/g723_40.c                    8                 4    50.00%           2                 1    50.00%          39                21    46.15%           4                 2    50.00%
